1.0,3.3812696266000004,1.5801919497,11.63711911,0.6894088975,10.444090755,68.847995033
2.0,23.041088947,0.7384046267000001,7.878613097200001,0.0747612245,25.538438136999996,42.08236552
3.0,1.6403805688,1.0328101224,21.382575092,0.3893008342,34.157624935,40.128431924000004
4.0,5.466144194400001,2.8070492044,4.5977350264,0.29051261170000003,31.278441398000002,54.902054582
5.0,7.9644902913,1.4373731262,15.356897092999999,0.3681157166,48.639634307,26.117988211999997
6.0,2.3580051301,1.1996985915,38.310615875,0.4626929608,25.315472473000003,31.049407246999998
7.0,20.34395703,0.7366968431,9.2560935123,0.1777635732,23.381050775,44.942967003999996
8.0,5.0342746843,0.7437974426,35.911038656,0.45454288159999995,15.245470138,40.322878281
9.0,5.2147635168,0.46592325450000005,6.411561239299999,0.0556821618,6.425020834700001,79.326798976
10.0,4.7029279492,1.3170866229,12.58938602,0.5885688785000001,33.958252826,45.204231426999996
11.0,7.3619029541,1.2202619370999999,3.2822453020999998,0.2263791075,60.490249737,27.356172985
12.0,11.042548688,1.2228337567,4.1925980807,0.09508185150000001,12.828288174,69.121330793
13.0,1.209916919,6.316499600399999,2.8590703438,0.3343770394,11.846919845,74.13417612
14.0,9.7640779377,1.5401937085,16.921883872000002,1.2800986388,23.447362871,44.22122357600001
15.0,13.74756499,1.2711314122,16.150332505,1.0185620564,26.862363136,37.62969929
16.0,1.868717586,1.8024565174,2.4297020584,0.6113117943,5.9213300404,84.28349633
17.0,1.7414910036000002,1.3676512819,4.6314828744,1.7485183922,18.553086715,70.655013348
18.0,2.5143838623,0.9851116434,6.4879499049,0.2649557508,16.115317369,71.454868947
19.0,2.0635933925,1.2516407612,8.7794171443,0.40669358829999996,34.501531377,52.039564758999994
20.0,1.6025858999999998,2.1904540927,4.5593288822,0.40504698549999996,27.158950438,63.142524533
21.0,2.12583341,1.1412175106,11.446975464000001,0.5260207966,16.995624859,65.063284786
22.0,6.5502607736,1.0017181907,19.210957731,0.8474079142000001,9.7737155774,58.860459356999996
23.0,10.29054695,1.0783241428,31.750955300999998,0.9521506786,22.381240652,31.076590233
24.0,15.907085312000001,0.5249539282,4.4294336093,0.1307687168,29.237769401999998,48.244609183
25.0,8.4468982285,0.5060085348,2.2676678781,0.0934520267,16.734244216,70.911853718
26.0,17.762473024545905,1.1753007331956646,15.697921131240456,0.182950746334846,25.63357230267068,39.09260430754526
27.0,1.6383101572,1.0708408263,8.0424978825,0.2655481764,14.250576752999999,72.059193843
28.0,2.2602966688,0.8792208383,30.142096953000003,1.5073842334999998,24.314367581,38.918321866
29.0,43.613740983999996,0.2809218809,7.471855436599999,0.0348533588,7.269020315900001,39.674168709
30.0,7.075396802899999,0.2109477337,11.815624876,0.0460739338,4.7698571566000005,74.443852178
31.0,1.0903704364,0.38758826539999996,3.7934644599,0.0334127815,2.5293475597999997,90.60989463799999
32.0,2.009126424,1.3788122516999999,1.7694757231,0.4103607892,21.499622468000002,71.392928663
33.0,8.73010698,1.0177227736,18.018022717,0.5844994197,25.843429271999998,43.249305565
34.0,19.965119632,0.7937343508,7.5421242235,0.0843171092,10.326511368,59.826239008
35.0,5.5067193912,0.4695246677,16.925307357999998,0.0905313593,20.578802851,55.659064025
36.0,13.804293456,0.9564784232,6.4355340777,0.13228442810000002,25.14034551,53.088117965
37.0,20.23943401,0.6026466697999999,20.794737123,0.0917678059,24.679193459,32.530227528000005
