1118,Louisa,Virginia
1119,Rockingham,Virginia
1120,Whitman,Washington
1121,Franklin,Alabama
1122,Houston,Alabama
1123,Tallapoosa,Alabama
1124,Juneau City and Borough,Alaska
1125,Matanuska-Susitna Borough,Alaska
1126,La Plata,Colorado
1127,Logan,Colorado
1128,Teller,Colorado
1129,Burke,Georgia
1130,Catoosa,Georgia
1131,Harris,Georgia
1132,Liberty,Georgia
1133,Madison,Georgia
1134,Morgan,Georgia
1135,Pierce,Georgia
1136,Washington,Georgia
1137,Monroe,Illinois
1138,Dubois,Indiana
1139,Hancock,Iowa
1140,Wapello,Iowa
1141,Bourbon,Kansas
1142,Lyon,Kansas
1143,Logan,Kentucky
1144,Allen,Louisiana
1145,Grant,Louisiana
1146,Lincoln,Louisiana
1147,Natchitoches,Louisiana
1148,Richland,Louisiana
1149,St. Martin,Louisiana
1150,Knox,Maine
1151,Garrett,Maryland
1152,Queen Anne's,Maryland
1153,Chippewa,Michigan
1154,Kalamazoo,Michigan
1155,Muskegon,Michigan
1156,Newaygo,Michigan
1157,Big Stone,Minnesota
1158,Cass,Minnesota
1159,Lac qui Parle,Minnesota
1160,Sherburne,Minnesota
1161,Lamar,Mississippi
1162,Marion,Mississippi
1163,Tallahatchie,Mississippi
1164,Adair,Missouri
1165,Callaway,Missouri
1166,Camden,Missouri
1167,Clay,Missouri
1168,Clinton,Missouri
1169,Lafayette,Missouri
1170,Moniteau,Missouri
1171,Perry,Missouri
1172,St. Francois,Missouri
1173,Taney,Missouri
1174,Madison,Nebraska
1175,Washington,Nebraska
1176,Douglas,Nevada
1177,Chaves,New Mexico
1178,Cayuga,New York
1179,Oswego,New York
1180,Otsego,New York
1181,Alamance,North Carolina
1182,Vance,North Carolina
1183,Walsh,North Dakota
1184,Knox,Ohio
1185,Logan,Ohio
1186,Madison,Ohio
1187,Sandusky,Ohio
1188,Washington,Ohio
1189,Pontotoc,Oklahoma
1190,Hood River,Oregon
1191,Cambria,Pennsylvania
1192,Chester,South Carolina
1193,Georgetown,South Carolina
1194,Oconee,South Carolina
1195,Codington,South Dakota
1196,Hughes,South Dakota
1197,Lyman,South Dakota
1198,Pennington,South Dakota
1199,Morris,Texas
1200,Iron,Utah
1201,Danville city,Virginia
1202,Rockbridge,Virginia
1203,Adams,Washington
1204,Douglas,Washington
1205,Dodge,Wisconsin
1206,Autauga,Alabama
1207,Morgan,Alabama
1208,Columbia,Arkansas
1209,Conway,Arkansas
1210,Crawford,Arkansas
1211,Cross,Arkansas
1212,Hot Spring,Arkansas
1213,Lawrence,Arkansas
1214,Pike,Arkansas
1215,Stone,Arkansas
1216,Union,Arkansas
1217,White,Arkansas
1218,Woodruff,Arkansas
1219,Calaveras,California
1220,Merced,California
1221,Mono,California
1222,Delta,Colorado
1223,Fremont,Colorado
1224,Huerfano,Colorado
1225,Baker,Georgia
1226,Ben Hill,Georgia
1227,Bryan,Georgia
1228,Camden,Georgia
1229,Colquitt,Georgia
1230,Crisp,Georgia
1231,Fannin,Georgia
1232,Greene,Georgia
1233,Irwin,Georgia
1234,Jasper,Georgia
1235,Macon,Georgia
1236,Meriwether,Georgia
1237,Mitchell,Georgia
1238,Pulaski,Georgia
1239,Seminole,Georgia
1240,Stephens,Georgia
1241,Bannock,Idaho
1242,Cassia,Idaho
1243,Grundy,Illinois
1244,Brown,Indiana
1245,Dearborn,Indiana
1246,Decatur,Indiana
1247,Gibson,Indiana
1248,Jackson,Indiana
1249,Lawrence,Indiana
1250,Montgomery,Indiana
1251,Ohio,Indiana
1252,Porter,Indiana
1253,Starke,Indiana
1254,Sullivan,Indiana
1255,Warrick,Indiana
1256,Buchanan,Iowa
1257,Cedar,Iowa
1258,Jasper,Iowa
1259,Warren,Iowa
1260,Doniphan,Kansas
1261,Pottawatomie,Kansas
1262,Woodson,Kansas
1263,Martin,Kentucky
1264,McCracken,Kentucky
1265,Menifee,Kentucky
1266,Muhlenberg,Kentucky
1267,Simpson,Kentucky
1268,Vernon,Louisiana
1269,Waldo,Maine
1270,Hillsdale,Michigan
1271,Isabella,Michigan
1272,Kalkaska,Michigan
1273,Lapeer,Michigan
1274,Manistee,Michigan
1275,Choctaw,Mississippi
1276,Newton,Mississippi
1277,Noxubee,Mississippi
1278,Cape Girardeau,Missouri
1279,Franklin,Missouri
1280,Jefferson,Missouri
1281,Pemiscot,Missouri
1282,Jefferson,Montana
1283,Saunders,Nebraska
1284,Cibola,New Mexico
1285,Curry,New Mexico
1286,Chemung,New York
1287,Orleans,New York
1288,Montgomery,North Carolina
1289,Randolph,North Carolina
1290,Transylvania,North Carolina
1291,Dunn,North Dakota
1292,Champaign,Ohio
1293,Crawford,Ohio
1294,Fairfield,Ohio
1295,Highland,Ohio
1296,Mayes,Oklahoma
1297,Wagoner,Oklahoma
1298,Clatsop,Oregon
1299,Armstrong,Pennsylvania
1300,Bradford,Pennsylvania
1301,Carbon,Pennsylvania
1302,Clearfield,Pennsylvania
1303,Juniata,Pennsylvania
1304,Somerset,Pennsylvania
1305,Chesterfield,South Carolina
1306,Brookings,South Dakota
1307,Claiborne,Tennessee
1308,DeKalb,Tennessee
1309,Grundy,Tennessee
1310,Hardin,Tennessee
1311,Lincoln,Tennessee
1312,Madison,Tennessee
1313,Overton,Tennessee
1314,Chambers,Texas
1315,Comal,Texas
1316,Falls,Texas
1317,Grayson,Texas
1318,Hidalgo,Texas
1319,Jefferson,Texas
1320,Nueces,Texas
1321,Parker,Texas
1322,Victoria,Texas
1323,Caledonia,Vermont
1324,Orleans,Vermont
1325,Chesapeake city,Virginia
1326,Halifax,Virginia
1327,Berkeley,West Virginia
1328,Harrison,West Virginia
1329,Preston,West Virginia
1330,Wood,West Virginia
1331,Sweetwater,Wyoming
1332,Blount,Alabama
1333,Butler,Alabama
1334,Cherokee,Alabama
1335,Chilton,Alabama
1336,Clay,Alabama
1337,Cleburne,Alabama
1338,Colbert,Alabama
1339,Dallas,Alabama
1340,Etowah,Alabama
1341,Lawrence,Alabama
1342,Marshall,Alabama
1343,Pickens,Alabama
1344,Pike,Alabama
1345,Russell,Alabama
1346,Wilcox,Alabama
1347,Drew,Arkansas
1348,Inyo,California
1349,Sutter,California
1350,Otero,Colorado
1351,Gadsden,Florida
1352,Decatur,Georgia
1353,Dodge,Georgia
1354,Jackson,Georgia
1355,Jones,Georgia
1356,Long,Georgia
1357,Taylor,Georgia
1358,Thomas,Georgia
1359,Ware,Georgia
1360,White,Georgia
1361,Wilkes,Georgia
1362,Fremont,Idaho
1363,Idaho,Idaho
1364,Jefferson,Idaho
1365,Nez Perce,Idaho
1366,Payette,Idaho
1367,Douglas,Illinois
1368,Marshall,Illinois
1369,Morgan,Illinois
1370,DeKalb,Indiana
1371,Jasper,Indiana
1372,Rush,Indiana
1373,Benton,Iowa
1374,Crawford,Kansas
1375,Neosho,Kansas
1376,Shawnee,Kansas
1377,Grayson,Kentucky
1378,Laurel,Kentucky
1379,McCreary,Kentucky
1380,Wayne,Kentucky
1381,Jackson,Louisiana
1382,Jefferson Davis,Louisiana
1383,Morehouse,Louisiana
1384,Union,Louisiana
1385,Winn,Louisiana
1386,Kent,Maryland
1387,Dukes,Massachusetts
1388,Iosco,Michigan
1389,Lenawee,Michigan
1390,Marquette,Michigan
1391,Sanilac,Michigan
1392,Van Buren,Michigan
1393,Goodhue,Minnesota
1394,Winona,Minnesota
1395,Calhoun,Mississippi
1396,Prentiss,Mississippi
1397,Cooper,Missouri
1398,McDonald,Missouri
1399,Montgomery,Missouri
1400,Newton,Missouri
1401,Platte,Missouri
1402,Ralls,Missouri
1403,Randolph,Missouri
1404,Shelby,Missouri
1405,Hill,Montana
1406,Dodge,Nebraska
1407,Lyon,Nevada
1408,Eddy,New Mexico
1409,Rio Arriba,New Mexico
1410,Chautauqua,New York
1411,Franklin,New York
1412,Bertie,North Carolina
1413,Burke,North Carolina
1414,Caldwell,North Carolina
1415,Cleveland,North Carolina
1416,Duplin,North Carolina
1417,Hertford,North Carolina
1418,Lenoir,North Carolina
1419,McDowell,North Carolina
1420,Northampton,North Carolina
1421,Foster,North Dakota
1422,Stark,North Dakota
1423,Fayette,Ohio
1424,Lawrence,Ohio
1425,Mercer,Ohio
1426,Pickaway,Ohio
1427,Seneca,Ohio
1428,Wayne,Ohio
1429,Adair,Oklahoma
1430,Bryan,Oklahoma
1431,Carter,Oklahoma
1432,Creek,Oklahoma
1433,Delaware,Oklahoma
1434,Osage,Oklahoma
1435,Pottawatomie,Oklahoma
1436,Stephens,Oklahoma
1437,Lincoln,Oregon
1438,Greene,Pennsylvania
1439,Lawrence,Pennsylvania
1440,Lycoming,Pennsylvania
1441,Warren,Pennsylvania
1442,Bristol,Rhode Island
1443,Kent,Rhode Island
1444,Newport,Rhode Island
1445,Providence,Rhode Island
1446,Washington,Rhode Island
1447,Marion,South Carolina
1448,Union,South Carolina
1449,Williamsburg,South Carolina
1450,Lincoln,South Dakota
1451,Meade,South Dakota
1452,Bedford,Tennessee
1453,Hawkins,Tennessee
1454,Lewis,Tennessee
1455,White,Tennessee
1456,Atascosa,Texas
1457,Austin,Texas
1458,Blanco,Texas
1459,Burnet,Texas
1460,Coryell,Texas
1461,Eastland,Texas
1462,Erath,Texas
1463,Fayette,Texas
1464,Gaines,Texas
1465,Grimes,Texas
1466,Guadalupe,Texas
1467,Hale,Texas
1468,Hardin,Texas
1469,Hopkins,Texas
1470,Hunt,Texas
1471,Kaufman,Texas
1472,Kendall,Texas
1473,Lamar,Texas
1474,Liberty,Texas
1475,Limestone,Texas
1476,Llano,Texas
1477,Maverick,Texas
1478,Milam,Texas
1479,Orange,Texas
1480,Robertson,Texas
1481,San Patricio,Texas
1482,Terry,Texas
1483,Tom Green,Texas
1484,Walker,Texas
1485,Wharton,Texas
1486,Wilson,Texas
1487,Lamoille,Vermont
1488,Frederick,Virginia
1489,Fredericksburg city,Virginia
1490,Madison,Virginia
1491,Manassas city,Virginia
1492,Mathews,Virginia
1493,Nelson,Virginia
1494,Nottoway,Virginia
1495,Orange,Virginia
1496,Roanoke,Virginia
1497,Shenandoah,Virginia
1498,Ferry,Washington
1499,Okanogan,Washington
1500,Logan,West Virginia
1501,Marion,West Virginia
1502,Ohio,West Virginia
1503,Raleigh,West Virginia
1504,Grant,Wisconsin
1505,Iowa,Wisconsin
1506,Juneau,Wisconsin
1507,Monroe,Wisconsin
1508,Albany,Wyoming
1509,Bullock,Alabama
1510,Choctaw,Alabama
1511,Coosa,Alabama
1512,Crenshaw,Alabama
1513,DeKalb,Alabama
1514,Lowndes,Alabama
1515,Marengo,Alabama
1516,La Paz,Arizona
1517,Mohave,Arizona
1518,Chicot,Arkansas
1519,Howard,Arkansas
1520,Lonoke,Arkansas
1521,Randolph,Arkansas
1522,Kit Carson,Colorado
1523,Rio Grande,Colorado
1524,Washington,Colorado
1525,Washington,Florida
1526,Calhoun,Georgia
1527,Franklin,Georgia
1528,Haralson,Georgia
1529,McDuffie,Georgia
1530,Toombs,Georgia
1531,Custer,Idaho
1532,Franklin,Illinois
1533,Tazewell,Illinois
1534,Fountain,Indiana
1535,Marshall,Indiana
1536,Orange,Indiana
1537,Posey,Indiana
1538,Warren,Indiana
1539,Appanoose,Iowa
1540,Clayton,Iowa
1541,Des Moines,Iowa
1542,Mahaska,Iowa
1543,Monona,Iowa
1544,Page,Iowa
1545,Jefferson,Kansas
1546,Sumner,Kansas
1547,Boone,Kentucky
1548,Hopkins,Kentucky
1549,Mason,Kentucky
1550,Mercer,Kentucky
1551,Union,Kentucky
1552,Webster,Kentucky
1553,East Feliciana,Louisiana
1554,LaSalle,Louisiana
1555,Madison,Louisiana
1556,Pointe Coupee,Louisiana
1557,Vermilion,Louisiana
1558,Franklin,Maine
1559,Gogebic,Michigan
1560,Ionia,Michigan
1561,Mecosta,Michigan
1562,Missaukee,Michigan
1563,Oceana,Michigan
1564,Ogemaw,Michigan
1565,Shiawassee,Michigan
1566,Kandiyohi,Minnesota
1567,Sibley,Minnesota
1568,Wilkin,Minnesota
1569,Benton,Mississippi
1570,Lauderdale,Mississippi
1571,Quitman,Mississippi
1572,Yalobusha,Mississippi
1573,Benton,Missouri
1574,Bollinger,Missouri
1575,Carter,Missouri
1576,Stoddard,Missouri
1577,Lincoln,Montana
1578,Meagher,Montana
1579,Toole,Montana
1580,Hall,Nebraska
1581,Kearney,Nebraska
1582,Beaufort,North Carolina
1583,McHenry,North Dakota
1584,McIntosh,North Dakota
1585,Athens,Ohio
1586,Jefferson,Ohio
1587,Muskingum,Ohio
1588,Wyandot,Ohio
1589,Comanche,Oklahoma
1590,Craig,Oklahoma
1591,Lincoln,Oklahoma
1592,Okmulgee,Oklahoma
1593,Ottawa,Oklahoma
1594,Sequoyah,Oklahoma
1595,Tillamook,Oregon
1596,Wasco,Oregon
1597,Blair,Pennsylvania
1598,Crawford,Pennsylvania
1599,Indiana,Pennsylvania
1600,Susquehanna,Pennsylvania
1601,Benton,Tennessee
1602,Cannon,Tennessee
1603,Macon,Tennessee
1604,Meigs,Tennessee
1605,Unicoi,Tennessee
1606,Angelina,Texas
1607,Calhoun,Texas
1608,Jackson,Texas
1609,Karnes,Texas
1610,Martin,Texas
1611,Nacogdoches,Texas
1612,Rockwall,Texas
1613,Val Verde,Texas
1614,Morgan,Utah
1615,Amelia,Virginia
1616,Fauquier,Virginia
1617,Greene,Virginia
1618,Hampton city,Virginia
1619,King George,Virginia
1620,Lynchburg city,Virginia
1621,Northampton,Virginia
1622,Pittsylvania,Virginia
1623,Poquoson city,Virginia
1624,Prince George,Virginia
1625,Radford city,Virginia
1626,Southampton,Virginia
1627,Warren,Virginia
1628,Washington,Virginia
1629,Mason,West Virginia
1630,Upshur,West Virginia
1631,Clark,Wisconsin
1632,Portage,Wisconsin
1633,Vilas,Wisconsin
1634,Hot Springs,Wyoming
1635,Johnson,Wyoming
1636,Covington,Alabama
1637,Escambia,Alabama
1638,Greene,Alabama
1639,Randolph,Alabama
1640,Winston,Alabama
1641,Baxter,Arkansas
1642,Colusa,California
1643,Kings,California
1644,Alamosa,Colorado
1645,Costilla,Colorado
1646,Lincoln,Colorado
1647,Levy,Florida
1648,Suwannee,Florida
1649,Chattahoochee,Georgia
1650,Habersham,Georgia
1651,Hart,Georgia
1652,Upson,Georgia
1653,Gem,Idaho
1654,Bureau,Illinois
1655,Henry,Illinois
1656,Iroquois,Illinois
1657,Carroll,Indiana
1658,Clinton,Indiana
1659,Fulton,Indiana
1660,Henry,Indiana
1661,Huntington,Indiana
1662,Kosciusko,Indiana
1663,LaGrange,Indiana
1664,Randolph,Indiana
1665,Whitley,Indiana
1666,Butler,Iowa
1667,Clinton,Iowa
1668,Dickinson,Iowa
1669,Hardin,Iowa
1670,Iowa,Iowa
1671,Marshall,Iowa
1672,Montgomery,Iowa
1673,Webster,Iowa
1674,Wright,Iowa
1675,Clay,Kansas
1676,Coffey,Kansas
1677,Gove,Kansas
1678,Harvey,Kansas
1679,McPherson,Kansas
1680,Osage,Kansas
1681,Ottawa,Kansas
1682,Bullitt,Kentucky
1683,Campbell,Kentucky
1684,Larue,Kentucky
1685,Woodford,Kentucky
1686,West Feliciana,Louisiana
1687,Cass,Michigan
1688,Crawford,Michigan
1689,Gratiot,Michigan
1690,Huron,Michigan
1691,Beltrami,Minnesota
1692,Faribault,Minnesota
1693,Lincoln,Minnesota
1694,Mahnomen,Minnesota
1695,Jefferson,Mississippi
1696,Kemper,Mississippi
1697,Neshoba,Mississippi
1698,Sharkey,Mississippi
1699,Atchison,Missouri
1700,Barry,Missouri
1701,Buchanan,Missouri
1702,Chariton,Missouri
1703,Lincoln,Missouri
1704,Pettis,Missouri
1705,Ray,Missouri
1706,Wright,Missouri
1707,Lake,Montana
1708,Park,Montana
1709,Roosevelt,New Mexico
1710,Valencia,New Mexico
1711,Greene,North Carolina
1712,Person,North Carolina
1713,Surry,North Carolina
1714,Fulton,Ohio
1715,Shelby,Ohio
1716,Caddo,Oklahoma
1717,Cherokee,Oklahoma
1718,Choctaw,Oklahoma
1719,Latimer,Oklahoma
1720,Pittsburg,Oklahoma
1721,Columbia,Oregon
1722,Morrow,Oregon
1723,Northumberland,Pennsylvania
1724,Aurora,South Dakota
1725,Faulk,South Dakota
1726,Lawrence,South Dakota
1727,Todd,South Dakota
1728,Union,South Dakota
1729,Smith,Tennessee
1730,Cherokee,Texas
1731,Harrison,Texas
1732,Hood,Texas
1733,Montague,Texas
1734,Navarro,Texas
1735,Randall,Texas
1736,Shelby,Texas
1737,Starr,Texas
1738,Taylor,Texas
1739,Uvalde,Texas
1740,Willacy,Texas
1741,Young,Texas
1742,Uintah,Utah
1743,Bristol city,Virginia
1744,Galax city,Virginia
1745,Roanoke city,Virginia
1746,Skamania,Washington
1747,Greenbrier,West Virginia
1748,Hancock,West Virginia
1749,Pleasants,West Virginia
1750,Iron,Wisconsin
1751,Marinette,Wisconsin
1752,Richland,Wisconsin
1753,Waupaca,Wisconsin
1754,Goshen,Wyoming
1755,Washakie,Wyoming
1756,Monroe,Alabama
1757,Gila,Arizona
1758,Johnson,Arkansas
1759,Glenn,California
1760,Baca,Colorado
1761,Moffat,Colorado
1762,Hendry,Florida
1763,Bulloch,Georgia
1764,Jenkins,Georgia
1765,Murray,Georgia
1766,Pike,Georgia
1767,Walton,Georgia
1768,Wheeler,Georgia
1769,Bonneville,Idaho
1770,Lincoln,Idaho
1771,Carroll,Illinois
1772,Fayette,Illinois
1773,Macon,Illinois
1774,Crawford,Indiana
1775,Newton,Indiana
1776,Switzerland,Indiana
1777,Vermillion,Indiana
1778,Wabash,Indiana
1779,White,Indiana
1780,Boone,Iowa
1781,Keokuk,Iowa
1782,Shelby,Iowa
1783,Taylor,Iowa
1784,Miami,Kansas
1785,Boyle,Kentucky
1786,Bracken,Kentucky
1787,Breckinridge,Kentucky
1788,Butler,Kentucky
1789,Carroll,Kentucky
1790,Floyd,Kentucky
1791,Grant,Kentucky
1792,Nicholas,Kentucky
1793,Shelby,Kentucky
1794,Washington,Kentucky
1795,East Carroll,Louisiana
1796,Franklin,Louisiana
1797,Osceola,Michigan
1798,Clearwater,Minnesota
1799,Amite,Mississippi
1800,Clarke,Mississippi
1801,Covington,Mississippi
1802,Ripley,Missouri
1803,Warren,Missouri
1804,Gosper,Nebraska
1805,Platte,Nebraska
1806,Humboldt,Nevada
1807,Cattaraugus,New York
1808,Schuyler,New York
1809,Edgecombe,North Carolina
1810,Perquimans,North Carolina
1811,Polk,North Carolina
1812,Barnes,North Dakota
1813,Divide,North Dakota
1814,McLean,North Dakota
1815,Mountrail,North Dakota
1816,Sioux,North Dakota
1817,Allen,Ohio
1818,Auglaize,Ohio
1819,Ottawa,Ohio
1820,Pike,Ohio
1821,Van Wert,Ohio
1822,Le Flore,Oklahoma
1823,Nowata,Oklahoma
1824,Cameron,Pennsylvania
1825,Clarion,Pennsylvania
1826,Huntingdon,Pennsylvania
1827,McKean,Pennsylvania
1828,Perry,Pennsylvania
1829,Snyder,Pennsylvania
1830,Tioga,Pennsylvania
1831,Laurens,South Carolina
1832,Deuel,South Dakota
1833,Hamlin,South Dakota
1834,Hutchinson,South Dakota
1835,Yankton,South Dakota
1836,Bledsoe,Tennessee
1837,Carter,Tennessee
1838,Hardeman,Tennessee
1839,Johnson,Tennessee
1840,Morgan,Tennessee
1841,Trousdale,Tennessee
1842,Union,Tennessee
1843,Weakley,Tennessee
1844,Burleson,Texas
1845,Caldwell,Texas
1846,Lamb,Texas
1847,Lynn,Texas
1848,Washington,Texas
1849,Garfield,Utah
1850,San Juan,Utah
1851,Hopewell city,Virginia
1852,Lancaster,Virginia
1853,Montgomery,Virginia
1854,New Kent,Virginia
1855,Northumberland,Virginia
1856,Powhatan,Virginia
1857,Oneida,Wisconsin
1858,Converse,Wyoming
1859,Sublette,Wyoming
1860,Macon,Alabama
1861,Arkansas,Arkansas
1862,Ashley,Arkansas
1863,Hempstead,Arkansas
1864,Nevada,Arkansas
1865,Perry,Arkansas
1866,Tuolumne,California
1867,Mineral,Colorado
1868,Montezuma,Colorado
1869,Glades,Florida
1870,Wakulla,Florida
1871,Bacon,Georgia
1872,Brooks,Georgia
1873,Candler,Georgia
1874,Owyhee,Idaho
1875,Bond,Illinois
1876,Knox,Illinois
1877,Menard,Illinois
1878,Montgomery,Illinois
1879,Clay,Indiana
1880,Greene,Indiana
1881,Knox,Indiana
1882,Steuben,Indiana
1883,Finney,Kansas
1884,Montgomery,Kansas
1885,Stafford,Kansas
1886,Stevens,Kansas
1887,Boyd,Kentucky
1888,Lewis,Kentucky
1889,Taylor,Kentucky
1890,Red River,Louisiana
1891,Sabine,Louisiana
1892,Somerset,Maine
1893,Cheboygan,Michigan
1894,Cottonwood,Minnesota
1895,Douglas,Minnesota
1896,Isanti,Minnesota
1897,Otter Tail,Minnesota
1898,Carroll,Mississippi
1899,Claiborne,Mississippi
1900,Warren,Mississippi
1901,Deer Lodge,Montana
1902,Scotts Bluff,Nebraska
1903,Lewis,New York
1904,Alleghany,North Carolina
1905,Caswell,North Carolina
1906,Columbus,North Carolina
1907,Currituck,North Carolina
1908,Halifax,North Carolina
1909,Pamlico,North Carolina
1910,Washington,North Carolina
1911,Yadkin,North Carolina
1912,Garfield,Oklahoma
1913,Rogers,Oklahoma
1914,Seminole,Oklahoma
1915,Texas,Oklahoma
1916,Mifflin,Pennsylvania
1917,Venango,Pennsylvania
1918,Clark,South Dakota
1919,Clay,South Dakota
1920,Fall River,South Dakota
1921,Roberts,South Dakota
1922,Turner,South Dakota
1923,Coffee,Tennessee
1924,Haywood,Tennessee
1925,Henry,Tennessee
1926,McNairy,Tennessee
1927,Obion,Tennessee
1928,Dawson,Texas
1929,Ector,Texas
1930,Franklin,Texas
1931,Henderson,Texas
1932,Kleberg,Texas
1933,Polk,Texas
1934,San Jacinto,Texas
1935,Swisher,Texas
1936,Waller,Texas
1937,Alleghany,Virginia
1938,Greensville,Virginia
1939,Manassas Park city,Virginia
1940,Tazewell,Virginia
1941,Winchester city,Virginia
1942,Wythe,Virginia
1943,Cabell,West Virginia
1944,Morgan,West Virginia
1945,Wetzel,West Virginia
1946,Wirt,West Virginia
1947,Bibb,Alabama
1948,Fayette,Alabama
1949,Hale,Alabama
1950,Sumter,Alabama
1951,Greenlee,Arizona
1952,Newton,Arkansas
1953,St. Francis,Arkansas
1954,Alpine,California
1955,Archuleta,Colorado
1956,Phillips,Colorado
1957,Holmes,Florida
1958,Appling,Georgia
1959,Banks,Georgia
1960,Berrien,Georgia
1961,Bleckley,Georgia
1962,Clay,Georgia
1963,Cook,Georgia
1964,Dade,Georgia
1965,Dooly,Georgia
1966,Gilmer,Georgia
1967,Jefferson,Georgia
1968,Johnson,Georgia
1969,McIntosh,Georgia
1970,Schley,Georgia
1971,Talbot,Georgia
1972,Warren,Georgia
1973,Bonner,Idaho
1974,Elmore,Idaho
1975,Jerome,Idaho
1976,Minidoka,Idaho
1977,Clark,Illinois
1978,Crawford,Illinois
1979,Marion,Illinois
1980,Randolph,Illinois
1981,Saline,Illinois
1982,Audubon,Iowa
1983,Crawford,Iowa
1984,Guthrie,Iowa
1985,Jackson,Iowa
1986,Jones,Iowa
1987,Van Buren,Iowa
1988,Atchison,Kansas
1989,Saline,Kansas
1990,Marion,Kentucky
1991,Marshall,Kentucky
1992,Antrim,Michigan
1993,Delta,Michigan
1994,Houghton,Michigan
1995,St. Joseph,Michigan
1996,Itasca,Minnesota
1997,Meeker,Minnesota
1998,Watonwan,Minnesota
1999,Alcorn,Mississippi
2000,Cedar,Missouri
2001,Crawford,Missouri
2002,Livingston,Missouri
2003,Macon,Missouri
2004,Maries,Missouri
2005,Morgan,Missouri
2006,Osage,Missouri
2007,Pike,Missouri
2008,Reynolds,Missouri
2009,Stone,Missouri
2010,Webster,Missouri
2011,Antelope,Nebraska
2012,York,Nebraska
2013,Torrance,New Mexico
2014,Alexander,North Carolina
2015,Rutherford,North Carolina
2016,Grand Forks,North Dakota
2017,Oliver,North Dakota
2018,Brown,Ohio
2019,Holmes,Ohio
2020,Preble,Ohio
2021,Ross,Ohio
2022,Beckham,Oklahoma
2023,Cotton,Oklahoma
2024,Love,Oklahoma
2025,Union,Pennsylvania
2026,Barnwell,South Carolina
2027,Marshall,South Dakota
2028,Fentress,Tennessee
2029,Giles,Tennessee
2030,Lawrence,Tennessee
2031,Marshall,Tennessee
2032,Warren,Tennessee
2033,Wayne,Tennessee
2034,Hill,Texas
2035,Leon,Texas
2036,Moore,Texas
2037,Wise,Texas
2038,Henry,Virginia
2039,King William,Virginia
2040,Petersburg city,Virginia
2041,Smyth,Virginia
2042,Randolph,West Virginia
2043,Roane,West Virginia
2044,Door,Wisconsin
2045,Jackson,Wisconsin
2046,Marquette,Wisconsin
2047,Miller,Arkansas
2048,Scott,Arkansas
2049,Plumas,California
2050,Lake,Colorado
2051,Saguache,Colorado
2052,Calhoun,Florida
2053,Union,Florida
2054,Emanuel,Georgia
2055,Grady,Georgia
2056,Oglethorpe,Georgia
2057,Rabun,Georgia
2058,Screven,Georgia
2059,Stewart,Georgia
2060,Walker,Georgia
2061,Webster,Georgia
2062,Wilcox,Georgia
2063,Wilkinson,Georgia
2064,Adams,Idaho
2065,Camas,Idaho
2066,Ford,Illinois
2067,Ogle,Illinois
2068,Cass,Indiana
2069,Jefferson,Indiana
2070,Clay,Iowa
2071,Barton,Kansas
2072,Chautauqua,Kansas
2073,Labette,Kansas
2074,Barren,Kentucky
2075,Edmonson,Kentucky
2076,Graves,Kentucky
2077,Hancock,Kentucky
2078,Henry,Kentucky
2079,Lawrence,Kentucky
2080,Powell,Kentucky
2081,Rockcastle,Kentucky
2082,Russell,Kentucky
2083,Concordia,Louisiana
2084,St. Helena,Louisiana
2085,Arenac,Michigan
2086,Branch,Michigan
2087,Oscoda,Michigan
2088,Brown,Minnesota
2089,Carlton,Minnesota
2090,Lyon,Minnesota
2091,Traverse,Minnesota
2092,Tishomingo,Mississippi
2093,Harrison,Missouri
2094,Ste. Genevieve,Missouri
2095,Liberty,Montana
2096,Musselshell,Montana
2097,Kimball,Nebraska
2098,Seneca,New York
2099,Anson,North Carolina
2100,Clay,North Carolina
2101,Martin,North Carolina
2102,Rockingham,North Carolina
2103,Wilkes,North Carolina
2104,Grant,North Dakota
2105,McKenzie,North Dakota
2106,Williams,North Dakota
2107,Perry,Ohio
2108,Malheur,Oregon
2109,Wallowa,Oregon
2110,Bedford,Pennsylvania
2111,Bamberg,South Carolina
2112,Humphreys,Tennessee
2113,Brunswick,Virginia
2114,Buckingham,Virginia
2115,Campbell,Virginia
2116,Carroll,Virginia
2117,Clarke,Virginia
2118,Franklin city,Virginia
2119,King and Queen,Virginia
2120,Page,Virginia
2121,Surry,Virginia
2122,Waynesboro city,Virginia
2123,Hardy,West Virginia
2124,Ashland,Wisconsin
2125,Buffalo,Wisconsin
2126,Oconto,Wisconsin
2127,Clarke,Alabama
2128,Conecuh,Alabama
2129,Dale,Alabama
2130,Carroll,Arkansas
2131,Lee,Arkansas
2132,Gulf,Florida
2133,Hardee,Florida
2134,Madison,Florida
2135,Okeechobee,Florida
2136,Lanier,Georgia
2137,Putnam,Georgia
2138,Union,Georgia
2139,Gooding,Idaho
2140,Latah,Idaho
2141,Massac,Illinois
2142,Vermilion,Illinois
2143,Jay,Indiana
2144,Madison,Iowa
2145,Mitchell,Iowa
2146,Pratt,Kansas
2147,Hancock,Maine
2148,Dorchester,Maryland
2149,Mackinac,Michigan
2150,Crow Wing,Minnesota
2151,Freeborn,Minnesota
2152,Yellow Medicine,Minnesota
2153,Jasper,Mississippi
2154,Butler,Missouri
2155,Caldwell,Missouri
2156,DeKalb,Missouri
2157,Gasconade,Missouri
2158,Carbon,Montana
2159,Cuming,Nebraska
