1.0,87096.0,80.37469101100001,421.0,2664.0,43121.0
2.0,63347.0,79.415729611,4863.0,14046.0,437634.0
3.0,89373.0,83.105149802,3108.0,8499.0,226030.0
4.0,65234.0,80.379854898,3030.0,5950.0,436313.0
5.0,67986.0,82.291130635,7397.0,34521.0,872284.0
6.0,125933.0,84.63082824,2011.0,6742.0,85574.0
7.0,68743.0,81.236190675,1183.0,6646.0,27351.0
8.0,110601.0,83.792757512,1366.0,7947.0,37103.0
9.0,71789.0,81.71743101199999,685.0,2198.0,23177.0
10.0,78777.0,82.20620368,2664.0,12406.0,235409.0
11.0,54210.0,78.89369043800001,1450.0,3525.0,285140.0
12.0,64580.0,79.131369362,615.0,2289.0,47946.0
13.0,49471.0,76.955787424,95.0,616.0,9743.0
14.0,69475.0,79.62220315,1306.0,5758.0,83649.0
15.0,82808.0,80.04976431899999,361.0,1678.0,20814.0
16.0,59408.0,78.498307053,455.0,2070.0,24798.0
17.0,73619.0,79.508887952,869.0,5732.0,110119.0
18.0,122933.0,85.356240881,387.0,1963.0,10856.0
19.0,85624.0,81.768570942,136.0,765.0,9599.0
20.0,81002.0,81.989758942,515.0,2301.0,30617.0
21.0,82819.0,82.58508154399999,534.0,2335.0,36784.0
22.0,94822.0,82.375965502,2641.0,9529.0,118292.0
23.0,101744.0,82.87623703,1832.0,10241.0,82298.0
24.0,58361.0,79.273951547,1170.0,2563.0,170261.0
25.0,59587.0,81.247671672,214.0,401.0,44856.0
26.0,72199.15073929081,83.23277207268788,6679.0,27395.0,596039.0
27.0,89175.0,82.198294917,477.0,1176.0,13373.0
28.0,122930.0,84.742822397,817.0,2891.0,35270.0
29.0,70808.0,79.483402847,1130.0,2476.0,116555.0
30.0,100184.0,81.718054362,889.0,4300.0,13022.0
31.0,65163.0,80.80190948,176.0,401.0,5475.0
32.0,57329.0,79.822997595,70.0,175.0,3590.0
33.0,101463.0,82.392027357,1183.0,3898.0,57232.0
34.0,80169.0,81.623908609,908.0,3295.0,93958.0
35.0,100181.0,83.227791467,1116.0,2268.0,67776.0
36.0,94521.0,83.505387086,1346.0,3745.0,55634.0
37.0,92310.0,82.984029424,650.0,554.0,92077.0
38.0,57243.0,81.090916125,90.0,292.0,5703.0
39.0,120670.0,84.02041569,235.0,400.0,11379.0
40.0,85550.0,80.81213649,491.0,1786.0,32317.0
41.0,69541.0,77.847643427,124.0,109.0,17768.0
42.0,107758.0,84.443428776,1425.0,3290.0,71354.0
43.0,100374.0,82.18800762,2009.0,9363.0,39769.0
44.0,57155.0,78.842824572,1211.0,4418.0,246807.0
45.0,63636.0,78.33147174300001,340.0,1483.0,47683.0
46.0,115301.0,82.882055332,1913.0,4099.0,60098.0
47.0,115930.0,82.016201447,339.0,399.0,12631.0
48.0,60241.0,79.60954272,2742.0,5534.0,908742.0
49.0,58848.0,82.236621291,69.0,317.0,35192.0
50.0,67804.0,81.620860132,270.0,779.0,10982.0
51.0,68069.0,79.767451855,933.0,4094.0,65375.0
52.0,86896.0,90.12232473799999,42.0,95.0,5958.0
53.0,67923.0,78.802510615,419.0,2284.0,45223.0
54.0,57200.0,81.19630142,1420.0,3399.0,271480.0
55.0,56343.0,82.25978712199999,479.0,811.0,97648.0
56.0,43679.0,73.85063385699999,12.0,31.0,6661.0
57.0,83695.0,82.475494564,894.0,2489.0,32629.0
58.0,48409.0,75.736182829,758.0,2730.0,94856.0
59.0,55358.0,78.19254859,399.0,1228.0,19811.0
60.0,62937.0,79.925668908,600.0,2271.0,26377.0
61.0,67135.0,77.336141472,526.0,1513.0,32686.0
62.0,88960.0,83.165515893,292.0,854.0,16379.0
63.0,73703.0,81.7298371,68.0,90.0,7746.0
64.0,55796.0,76.63354684800001,710.0,3003.0,84219.0
65.0,71961.0,78.466508639,604.0,1567.0,25408.0
66.0,53602.0,78.247456293,30.0,40.0,2711.0
67.0,62958.0,79.106839262,488.0,1426.0,44469.0
68.0,52270.0,76.65470302899999,40.0,84.0,6203.0
69.0,84381.0,80.559910379,165.0,722.0,21800.0
70.0,57069.0,81.766993478,96.0,465.0,17854.0
71.0,73971.0,80.305189295,335.0,1637.0,28101.0
72.0,55893.0,81.014526694,26.0,128.0,1634.0
73.0,75022.0,78.84883883100001,636.0,4122.0,51297.0
74.0,52318.0,78.924969785,664.0,3449.0,73987.0
75.0,53632.0,79.606449587,69.0,257.0,13143.0
76.0,66793.0,80.902895316,1030.0,5037.0,183037.0
77.0,84213.0,82.825500041,276.0,2088.0,16345.0
78.0,82533.0,78.59197569999999,815.0,3404.0,24833.0
79.0,52724.0,80.79011746,117.0,209.0,18489.0
80.0,62779.0,77.958049244,161.0,337.0,22508.0
81.0,50285.0,76.904578722,370.0,752.0,58072.0
82.0,78603.0,80.52124936199999,533.0,1283.0,90975.0
83.0,72008.0,80.986003239,581.0,1002.0,151959.0
84.0,87087.0,82.049923175,725.0,1373.0,36547.0
85.0,58375.0,78.869062697,138.0,1096.0,3110.0
86.0,66992.0,78.20108847899999,1220.0,2867.0,65185.0
87.0,93645.0,80.63261800000001,232.0,717.0,14136.0
