Kauai,Hawaii,744.0,17447
Blaine,Idaho,153.0,4916
Teton,Idaho,63.0,3327
Cumberland,Illinois,129.0,2536
DuPage,Illinois,7045.0,238421
Sangamon,Illinois,2593.0,49419
St. Clair,Illinois,3825.0,67886
Woodford,Illinois,360.0,8732
LaPorte,Indiana,1841.0,28041
Wells,Indiana,369.0,6378
Dallas,Iowa,605.0,25687
Franklin,Kansas,354.0,5831
Bourbon,Kentucky,338.0,4662
Nelson,Kentucky,702.0,11165
Bossier,Louisiana,1528.0,35935
Lafourche,Louisiana,1387.0,25814
St. John the Baptist,Louisiana,692.0,11078
Carroll,Maryland,1932.0,37473
Barnstable,Massachusetts,2798.0,37749
Bristol,Massachusetts,6969.0,139497
Monroe,Michigan,2121.0,34861
Renville,Minnesota,178.0,3052
Missoula,Montana,1218.0,32336
Mercer,New Jersey,3771.0,93476
Sandoval,New Mexico,1706.0,35287
Broome,New York,2426.0,41549
Tioga,New York,565.0,10685
Tompkins,New York,866.0,23566
Brunswick,North Carolina,2210.0,24345
Craven,North Carolina,1623.0,25144
Harnett,North Carolina,1638.0,38186
Belmont,Ohio,1123.0,16762
Butler,Ohio,5172.0,90122
Franklin,Ohio,15443.0,400978
Lorain,Ohio,4309.0,71341
Summit,Ohio,7885.0,134001
Tuscarawas,Ohio,1277.0,21514
Jackson,Oklahoma,379.0,6860
Allegheny,Pennsylvania,16701.0,326920
Beaufort,South Carolina,1940.0,39347
Lexington,South Carolina,3798.0,75874
Campbell,Tennessee,997.0,9318
Brazoria,Texas,3728.0,101540
Hays,Texas,1677.0,55632
Summit,Utah,235.0,10131
Washington,Vermont,654.0,13584
Windsor,Vermont,722.0,12179
Chesterfield,Virginia,3655.0,85728
Spotsylvania,Virginia,1475.0,33353
Klickitat,Washington,325.0,4584
Winnebago,Wisconsin,1795.0,42626
Lee,Alabama,1701.0,42103
Shelby,Alabama,2188.0,56097
Garland,Arkansas,1896.0,21922
Saline,Arkansas,1721.0,31562
San Bernardino,California,22654.0,593129
Santa Barbara,California,3518.0,109098
Garfield,Colorado,520.0,16351
Baker,Florida,474.0,7189
Citrus,Florida,3257.0,22755
Clarke,Georgia,1189.0,34598
Clayton,Georgia,3436.0,80454
Dougherty,Georgia,1576.0,22758
Newton,Georgia,1488.0,27490
Maui,Hawaii,1595.0,43198
Clinton,Illinois,414.0,9846
Whiteside,Illinois,797.0,12422
Winnebago,Illinois,4244.0,69747
Hamilton,Indiana,2137.0,85634
Allamakee,Iowa,169.0,2775
Polk,Iowa,5004.0,138091
Clark,Kentucky,712.0,8837
St. Bernard,Louisiana,762.0,13791
Lincoln,Maine,488.0,6712
Baltimore city,Maryland,12413.0,190789
Howard,Maryland,2098.0,82744
Hampden,Massachusetts,5749.0,114773
Plymouth,Massachusetts,5915.0,114447
Ottawa,Michigan,2099.0,66763
Waseca,Minnesota,163.0,4803
Washington,Minnesota,1934.0,62523
Hinds,Mississippi,3826.0,64086
Hillsborough,New Hampshire,4542.0,105087
Erie,New York,11768.0,230161
Greene,New York,689.0,10926
Montgomery,New York,686.0,11848
Putnam,New York,918.0,22069
Watauga,North Carolina,415.0,10713
Wilson,North Carolina,1361.0,19201
Lucas,Ohio,6923.0,110559
Medina,Ohio,1900.0,41495
Cleveland,Oklahoma,3039.0,77040
Kay,Oklahoma,832.0,10348
Payne,Oklahoma,847.0,19530
Yamhill,Oregon,1187.0,26019
Lehigh,Pennsylvania,3934.0,91848
Luzerne,Pennsylvania,5067.0,75992
Anderson,South Carolina,3300.0,46882
Greenville,South Carolina,6313.0,133217
Horry,South Carolina,5687.0,74905
Denton,Texas,5705.0,245526
Utah,Utah,3333.0,157743
Lewis,Washington,1227.0,17828
Lincoln,Washington,151.0,1989
Fairbanks North Star Borough,Alaska,942.0,30547
Cleburne,Arkansas,487.0,5044
Cleveland,Arkansas,156.0,1776
Desha,Arkansas,267.0,2633
Lincoln,Arkansas,232.0,4454
Nevada,California,1221.0,20726
Escambia,Florida,5168.0,78718
Lake,Florida,5040.0,71776
Forsyth,Georgia,1489.0,57262
Hall,Georgia,2157.0,50520
Paulding,Georgia,1615.0,43366
Troup,Georgia,1186.0,17881
Peoria,Illinois,2485.0,47877
Will,Illinois,6426.0,176100
Bartholomew,Indiana,1022.0,22054
Floyd,Indiana,1139.0,19041
Ascension,Louisiana,1263.0,34285
Frederick,Maryland,2409.0,62973
Talbot,Maryland,414.0,7204
Benton,Minnesota,378.0,11489
Blue Earth,Minnesota,555.0,15931
Hancock,Mississippi,805.0,10747
Monroe,Mississippi,648.0,8445
Cass,Missouri,1274.0,24954
Carroll,New Hampshire,681.0,8811
Hunterdon,New Jersey,1009.0,23893
Somerset,New Jersey,2537.0,78892
Allegany,New York,628.0,9409
Onondaga,New York,5156.0,113259
Ontario,New York,1322.0,23731
Durham,North Carolina,2964.0,99020
Geauga,Ohio,924.0,17551
Canadian,Oklahoma,1541.0,39775
Benton,Oregon,624.0,20682
Fairfield,South Carolina,489.0,4724
Sevier,Tennessee,1681.0,22935
Bowie,Texas,1553.0,25068
Matagorda,Texas,612.0,8651
Tooele,Utah,617.0,18544
Wasatch,Utah,194.0,8215
Orange,Vermont,334.0,6299
Stafford,Virginia,1193.0,38887
York,Virginia,514.0,16565
Outagamie,Wisconsin,1707.0,48271
Wood,Wisconsin,960.0,16395
Madison,Alabama,4805.0,92857
St. Clair,Alabama,1519.0,22679
Ketchikan Gateway Borough,Alaska,169.0,3573
Navajo,Arizona,1820.0,24940
Kern,California,10143.0,246474
Monterey,California,3342.0,119258
Sussex,Delaware,3425.0,44067
Brevard,Florida,9617.0,122912
Polk,Florida,9876.0,163757
Richmond,Georgia,3566.0,56013
Whitfield,Georgia,1273.0,27254
Hawaii,Hawaii,2580.0,46752
Madison,Idaho,156.0,9049
Franklin,Indiana,279.0,5066
Lake,Indiana,7175.0,120673
Adair,Iowa,85.0,1515
Black Hawk,Iowa,1531.0,32033
Douglas,Kansas,927.0,31364
Ford,Kansas,308.0,8956
Lyon,Kentucky,151.0,1820
East Baton Rouge,Louisiana,6265.0,117320
Washington,Louisiana,1078.0,11231
Kennebec,Maine,1717.0,27676
Oxford,Maine,925.0,12280
York,Maine,2630.0,47117
Jackson,Michigan,2396.0,38101
Otsego,Michigan,360.0,5124
Martin,Minnesota,242.0,4139
Nicollet,Minnesota,228.0,8690
Harrison,Mississippi,3488.0,53986
Jackson,Mississippi,2170.0,36643
Boone,Missouri,1502.0,47402
Cole,Missouri,883.0,20301
Jackson,Missouri,9565.0,192727
Knox,Nebraska,102.0,1515
Sarpy,Nebraska,1329.0,51567
Gloucester,New Jersey,3658.0,71989
Warren,New Jersey,1244.0,23552
Taos,New Mexico,495.0,6265
Clinton,New York,953.0,19526
Rensselaer,New York,1896.0,40495
