eqLz6nbZWyExvASn,87096.0,80.37469101100001,421.0,2664.0,43121
WECaZ3KHQyfshyKl,63347.0,79.415729611,4863.0,14046.0,437634
wClmYMGpgEoQbobq,89373.0,83.105149802,3108.0,8499.0,226030
TK3KyKztFr3EcYo9,65234.0,80.379854898,3030.0,5950.0,436313
wrOZaveMC8gcC7Tp,67986.0,82.291130635,7397.0,34521.0,872284
OtUlnW8JW4wIKpVW,125933.0,84.63082824,2011.0,6742.0,85574
AutJAKdOJn31pf9k,68743.0,81.236190675,1183.0,6646.0,27351
2rG4BdVZ5Io0eld8,110601.0,83.792757512,1366.0,7947.0,37103
a2hRX6hMg66Y2TK7,71789.0,81.71743101199999,685.0,2198.0,23177
QkPMXjZSihwkwmEZ,78777.0,82.20620368,2664.0,12406.0,235409
TytmvRsBA6bJwrUm,54210.0,78.89369043800001,1450.0,3525.0,285140
GFOMwBareMuGrDGw,64580.0,79.131369362,615.0,2289.0,47946
tNRMEmHYinblKkBV,49471.0,76.955787424,95.0,616.0,9743
qzDFc99aBsdCr8fA,69475.0,79.62220315,1306.0,5758.0,83649
wL1DgicfDx8jEdVi,82808.0,80.04976431899999,361.0,1678.0,20814
de8jkvng0yijJhxz,59408.0,78.498307053,455.0,2070.0,24798
yZ5sG4P7IzcvvLks,73619.0,79.508887952,869.0,5732.0,110119
aclTMaqosHcZNH0s,122933.0,85.356240881,387.0,1963.0,10856
xZUY7aO3skXfzCQk,85624.0,81.768570942,136.0,765.0,9599
sMAOxLALOO8UzaLo,81002.0,81.989758942,515.0,2301.0,30617
n15szXCMNkKf9gZP,82819.0,82.58508154399999,534.0,2335.0,36784
4lLPNzVvGtwxUQYD,94822.0,82.375965502,2641.0,9529.0,118292
XCu5uyBDwh4hbfbV,101744.0,82.87623703,1832.0,10241.0,82298
nx1oQO3qAdtCcnbb,58361.0,79.273951547,1170.0,2563.0,170261
vKfygqWgIz1g1h3p,59587.0,81.247671672,214.0,401.0,44856
5JwkZxGukLe3wlfC,72199.15073929081,83.23277207268788,6679.0,27395.0,596039
6agUUfO9ObvAG1XB,89175.0,82.198294917,477.0,1176.0,13373
9TclYP1GohqSprYa,122930.0,84.742822397,817.0,2891.0,35270
s5MrAoOI6gvA1PoJ,70808.0,79.483402847,1130.0,2476.0,116555
GoqxvQqazrBoxdBt,100184.0,81.718054362,889.0,4300.0,13022
u274CmbvGpqy0xao,65163.0,80.80190948,176.0,401.0,5475
Zhb6FtDssAnPWHQC,57329.0,79.822997595,70.0,175.0,3590
sRwrSbFJfF9p0vjq,101463.0,82.392027357,1183.0,3898.0,57232
wj0BJkXrSHRapkWh,80169.0,81.623908609,908.0,3295.0,93958
QbAmje1HK5zoHAb4,100181.0,83.227791467,1116.0,2268.0,67776
utLhUJJRjKeXtOns,94521.0,83.505387086,1346.0,3745.0,55634
bX2Z3cNsmk3iov0g,92310.0,82.984029424,650.0,554.0,92077
p4Vqu7W9OoGeTemF,57243.0,81.090916125,90.0,292.0,5703
hOLkJX1OsjaqnHOe,120670.0,84.02041569,235.0,400.0,11379
epQfjyO9S51HBVo7,85550.0,80.81213649,491.0,1786.0,32317
VbnYNEo2LELAycSf,69541.0,77.847643427,124.0,109.0,17768
olNR71uI5m03CDZ4,107758.0,84.443428776,1425.0,3290.0,71354
rdWVUDYYwtv4cGtB,100374.0,82.18800762,2009.0,9363.0,39769
8LT1ImD6UFzqeKRI,57155.0,78.842824572,1211.0,4418.0,246807
88ZgZTunqxySddZw,63636.0,78.33147174300001,340.0,1483.0,47683
POaZEJyIngBaF6Yh,115301.0,82.882055332,1913.0,4099.0,60098
h3b8NVxG4lOtK97r,115930.0,82.016201447,339.0,399.0,12631
iiMydiiIwNR1hjzH,60241.0,79.60954272,2742.0,5534.0,908742
F6mXA1Ny1ddpEqjM,58848.0,82.236621291,69.0,317.0,35192
HNuriVZabP0zWPzM,67804.0,81.620860132,270.0,779.0,10982
ThlCS3lPkSPCASbK,68069.0,79.767451855,933.0,4094.0,65375
MksrKYw912vr06oO,86896.0,90.12232473799999,42.0,95.0,5958
ScQR2xGKu8QTv66e,67923.0,78.802510615,419.0,2284.0,45223
apfci4d4ARRAFmhR,57200.0,81.19630142,1420.0,3399.0,271480
1Ff7YpKuKShRVzwy,56343.0,82.25978712199999,479.0,811.0,97648
mR1HuT74tIWxOrmi,43679.0,73.85063385699999,12.0,31.0,6661
8S485A5ekDatBCK7,83695.0,82.475494564,894.0,2489.0,32629
XaEfwcy0HCR6y2l6,48409.0,75.736182829,758.0,2730.0,94856
9KnH7DzISwxphezd,55358.0,78.19254859,399.0,1228.0,19811
wtzpTBW0nNrR1jTc,62937.0,79.925668908,600.0,2271.0,26377
BG51VrH02Jedqcsr,67135.0,77.336141472,526.0,1513.0,32686
J9sTeWvlpuU3dayj,88960.0,83.165515893,292.0,854.0,16379
qpbn8VvV00XP3fK9,73703.0,81.7298371,68.0,90.0,7746
FrJep7oxIFdONYpo,55796.0,76.63354684800001,710.0,3003.0,84219
eVP0Dg9ydUmuCJaD,71961.0,78.466508639,604.0,1567.0,25408
Yr9IQzhSI7hTcbet,53602.0,78.247456293,30.0,40.0,2711
4SAujRgE7ke3UXyU,62958.0,79.106839262,488.0,1426.0,44469
GI77KkcWRB1DOlXq,52270.0,76.65470302899999,40.0,84.0,6203
KesRSj5aoflpPMbq,84381.0,80.559910379,165.0,722.0,21800
PuACNIpEF5EkKgQz,57069.0,81.766993478,96.0,465.0,17854
jDlTCcYUqxZE3OzI,73971.0,80.305189295,335.0,1637.0,28101
5Otdmnl2dsAjjOVp,55893.0,81.014526694,26.0,128.0,1634
3kdX2PSFmuLBmQoa,75022.0,78.84883883100001,636.0,4122.0,51297
pEfb9KfPKEcyO6x3,52318.0,78.924969785,664.0,3449.0,73987
LAdsOZUhbrh9ekgU,53632.0,79.606449587,69.0,257.0,13143
Q2A72JiaGge3Ts7o,66793.0,80.902895316,1030.0,5037.0,183037
gIVPTdKaIIW2iRWV,84213.0,82.825500041,276.0,2088.0,16345
TIOm5mAsBNJ8ZkSS,82533.0,78.59197569999999,815.0,3404.0,24833
SWoYsTdXDCDSkgxQ,52724.0,80.79011746,117.0,209.0,18489
NPJsbrauLidvxLVj,62779.0,77.958049244,161.0,337.0,22508
oZgtMHwV3TvZBJ69,50285.0,76.904578722,370.0,752.0,58072
sxqOJadDvxoHSxxH,78603.0,80.52124936199999,533.0,1283.0,90975
Z7rHwSo1Tt0V5iZ5,72008.0,80.986003239,581.0,1002.0,151959
eXNdWCD7UhZwjAUj,87087.0,82.049923175,725.0,1373.0,36547
XzqjRRqtzrjc5Icx,58375.0,78.869062697,138.0,1096.0,3110
03LACoCY86Erb8Kp,66992.0,78.20108847899999,1220.0,2867.0,65185
9Ul1jQJT17AmbPZt,93645.0,80.63261800000001,232.0,717.0,14136
TXA1ajERJgyda8BM,83210.0,80.997024954,153.0,380.0,7118
clHaq2uabXO6tk80,55511.0,78.975339936,200.0,985.0,15615
a43nZsJuTozOhL0f,45374.0,76.068464443,64.0,318.0,5427
0FsnneCuegV5XCQm,90155.0,80.875609456,1150.0,2763.0,31530
CpLWLpYXq9UdMv57,52510.0,77.572738804,38.0,166.0,1589
uW6BxCglqCbrFbC7,122035.0,85.331161334,1220.0,2108.0,89554
bvpFFUBQAKicnNxa,55624.0,81.465059902,27.0,78.0,2975
UCO96QCTow5yDRrV,91183.0,82.707272226,871.0,2887.0,70340
Fe34VUazsASoeJZx,82733.0,80.05720612100001,96.0,224.0,27538
54pUptuIRpRhXVrM,80834.0,79.505253778,82.0,163.0,9238
FOcvddhuz9qHQKMi,64387.0,82.688576793,271.0,552.0,6910
7WdA20zw5fiOdMgG,51709.0,74.459714033,8.0,9.0,1008
iQMOHTp2Rp4GpZm8,55860.0,75.801674444,729.0,2345.0,39972
sqik5ImA8Gm48k3Q,87959.0,78.799407927,143.0,471.0,9998
x9u8Q5IynJHnH8lL,71767.0,79.20600312100001,817.0,4180.0,21472
yMo3YfUQFZ1w4mKD,104248.0,83.25556233100001,85.0,166.0,2884
Kbo7WI2BiUaKAIVM,71959.0,80.667856611,291.0,615.0,56534
o7ZqiruZZiuZjOVA,100075.0,80.675227241,1097.0,3945.0,67541
oMhJIj912885E1Zb,63073.0,79.816942045,129.0,613.0,9437
62FaJEbC9QzVl2Kz,47020.0,77.155988909,66.0,308.0,6226
WFdOulPBWrpMZ93d,56408.0,79.38581179,237.0,1193.0,28359
E5S4VAvJi6GTYxi2,53567.0,75.872757943,210.0,357.0,32367
JJHbHknDWR5dUf6h,60799.0,76.981374495,653.0,2202.0,82893
PhAKmLRMVV3g26ud,47924.0,75.68542000800001,783.0,1349.0,93094
u43Jo9DHW4fm8TkZ,76530.0,80.222275212,172.0,887.0,11251
NghY1JukElBZrIxR,53395.0,79.56641409699999,863.0,1898.0,87312
ozIiKaWGX1h6nyoL,53908.0,76.214676453,130.0,612.0,10045
EIqJbHrcIMAMiD2l,76665.0,81.115142245,538.0,2336.0,47630
3HViv8MMQ2DKZQCB,71306.0,81.56300804199999,303.0,1214.0,21174
wNrKDK36fUFICvUA,63477.0,80.160994245,808.0,2209.0,103252
Maxp109duRurgHtn,95021.0,81.275889622,124.0,210.0,9771
hd9NSsZLwVU9xtJs,44906.0,75.295854993,121.0,123.0,13871
f0a8eUR3KuEST7ZT,61341.0,77.486299019,13.0,44.0,4116
g2J5yzGlY4PAHCN3,56337.0,77.77982174,43.0,174.0,4231
FoBAEDWMAi4mc39x,50871.0,77.340209827,399.0,1123.0,41978
UjthxS93J4pRQu3G,82445.0,79.530472935,492.0,1328.0,83656
uzaCQuS0bLZAOxq7,73337.0,82.19676215,354.0,431.0,79818
ERBijJEUXrt1A4Cc,99223.0,80.535548588,729.0,1629.0,35450
UbxewKljAVkzInnT,80737.0,81.548893486,374.0,1043.0,54179
gC1fv2Sux704JF1K,50006.0,76.852134607,1388.0,4728.0,66394
SNG3ogWVh9DPnKl4,63318.0,78.501738264,71.0,193.0,10125
yuR1gHJtBQXv6tq5,96936.0,82.649827214,918.0,1141.0,104680
kw4B4OjP7lQOlXMK,76520.0,80.586842124,334.0,764.0,34032
B1EffAtiJTiG3PFT,75421.0,80.86081354699999,19.0,20.0,1658
gBKrlWjXReT51SBf,63567.0,78.497259718,433.0,1788.0,48411
EObL7q8iuLOGGzEs,84170.0,82.472556329,653.0,3174.0,66579
qDj4XeGLGwkglEp9,61268.0,83.260934365,14.0,39.0,1446
VtSs6j9fofjWRN48,51026.0,79.130398872,422.0,1679.0,25800
ocB3pkAO3B40ZeoR,70649.0,86.06114412299999,279.0,379.0,57598
BPsaG5eAX0ZK06Fv,66898.0,77.266690348,39.0,107.0,8088
ApSiUJh6s4YVEYUO,53788.0,77.862033422,308.0,427.0,60327
vjok6lYmJhjHqTcy,52226.0,79.109106814,856.0,1935.0,104241
WeR26FRXJSZn0KWB,40499.0,78.3033645,4.0,2.0,1333
tGCEl0bffHVyUiVw,79834.0,81.488029907,218.0,1340.0,41912
h0mG4LRgB56gZnFL,86268.0,80.43515265,158.0,596.0,15821
8MjiaINYQaOM5ulJ,56693.0,78.970915276,13.0,14.0,3438
Y9ZyfyKVnxouKmgp,85876.0,78.561709928,136.0,68.0,3882
Z6mJ4fCPxmBJbJYl,38855.0,76.862354802,373.0,2110.0,32093
gNYtJp4lCx4wkagX,76373.0,80.283813135,599.0,4559.0,24329
Rrqn3It6xYMFEIFg,80319.0,80.235235009,1745.0,4325.0,51354
F4ynHHXdU8MYYS6D,46440.0,75.314507165,1230.0,5176.0,99583
3Z5cowwZDt2h97tN,82284.0,81.402045624,180.0,571.0,13881
ZLwXpQv7wJCgErZG,84470.0,79.393127475,377.0,3047.0,20264
4lSA4OTZuPMRuqch,70756.0,79.716516775,1177.0,6745.0,56836
T5U00qotRxRFYu1H,46149.0,76.068158027,1091.0,4126.0,108125
X1B9XVC6UOUYNfbR,49712.0,78.876076689,11.0,54.0,1979
5W2dt8PsctrpEnUn,47412.0,74.94693942,6.0,6.0,1260
lkkNcDu3pcddrMPA,51724.0,79.006921843,14.0,31.0,1313
STezSVHEo88zAYxn,60033.0,79.244236597,172.0,355.0,13965
6ulzG7PmoGUZGWSG,46024.0,75.877264692,199.0,190.0,12489
wm453MM7i6LxxIUY,59838.0,78.948529208,1818.0,3885.0,530742
vHlAwfsxgfMkeXfZ,77598.0,79.686331041,354.0,486.0,85425
He9Rmjp7gv0iIhBI,66059.0,79.145421384,1196.0,2541.0,331573
Nf7jEzgtbPfslXij,68106.0,78.270563744,110.0,582.0,22195
uZBz9uVl4b5dLGSa,140382.0,84.20402017100001,308.0,585.0,23746
RDKWF0CMeEip1113,70955.0,79.907989562,106.0,529.0,8563
B7YtmkmjlyAhCk3u,62262.0,81.318249683,202.0,1016.0,13574
JQ9YuPcoeUJ7fNHV,38596.0,73.28620647,47.0,150.0,3760
y5UxqfDGTei9mtAU,59616.0,78.182902664,361.0,1161.0,32797
AGJae5x5MAfKsVGM,89034.0,93.361728874,13.0,66.0,1790
IYXMkZOINXpNXfFC,69562.0,78.468085874,469.0,1794.0,25744
vRikR1kjxN5EZECD,52043.0,82.214618629,2181.0,4412.0,453444
6goLvT4YCu0f87uZ,81925.0,81.503100354,233.0,304.0,20802
DesW8tFxQja6nJYJ,57409.0,76.63229725800001,44.0,122.0,16117
sPEfpOTUIgfuKC6d,66090.0,76.695562289,20.0,6.0,3223
ma3Q8bEZTHuYDKkH,41820.0,75.802998908,68.0,194.0,16382
KQ3761poF3IvqScm,87336.0,81.611164162,783.0,1980.0,42349
SVlRV0EIpHvd8X1a,55365.0,74.72217947899999,52.0,154.0,5447
ow9SgQPASyH6d6Yg,69880.0,78.12045055899999,121.0,136.0,10390
sX4k9amkc6nWjzo6,54674.0,77.096052559,246.0,621.0,22319
e32GTbw1tms3hFCv,40467.0,74.903312853,282.0,1644.0,17370
v6VA6bBCzh8B2yKq,75836.0,78.083645782,843.0,2532.0,41553
XpflFu1n3A3IJGRX,76001.0,82.488468585,352.0,592.0,5730
wnrtPwAry2gxupYY,39061.0,73.581702162,48.0,279.0,9610
uCKjZnphoZvvyM42,87666.0,81.502399379,778.0,1518.0,59572
6xt4APVX7vqBhkUm,51372.0,78.506776048,698.0,3107.0,54170
w95VuxX72hjauqgu,60187.0,81.621654475,167.0,1064.0,14894
KF6HcOFS0CCnd6hi,33989.0,76.199035343,7.0,28.0,1613
l9wMHh3e9KWjD5CH,60240.0,79.88425623399999,771.0,2039.0,28214
oANPAuZVtnwMbHpg,63938.0,80.859386147,49.0,148.0,4693
p1W5AtIZLbOFiTc2,52310.0,76.823043175,299.0,1039.0,21637
RYircPrWIuwdIV6w,67372.0,81.453271045,199.0,872.0,11542
